t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
26.0,1,1.0,236.8336302593028,0.0,29
26.0,2,1.0608471321201427,251.24427745018357,0.03,29
26.0,3,0.8224865082852002,194.79246559648206,0.3,29
16.0,1,1.0000000000000002,170.42323995091695,0.0,30
16.0,2,0.8945898279093878,152.45889689945108,0.03,30
16.0,3,0.845804878405582,144.14480774417066,0.3,30
26.0,1,0.9999999999999997,257.5275876455992,0.0,30
26.0,2,0.9633112257836014,248.07921612797608,0.03,30
26.0,3,0.8475355188952891,218.263777625065,0.3,30
16.0,1,1.0,186.14904861278032,0.0,31
16.0,2,0.9016678674045412,167.84461568206987,0.03,31
16.0,3,0.8038989556392748,149.6450257730587,0.3,31
26.0,1,0.9999999999999998,260.55062270547876,0.0,31
26.0,2,0.890068805160223,231.9079814352176,0.03,31
26.0,3,0.8083940644890797,210.6275768940427,0.3,31
16.0,1,1.0,163.75438200351454,0.0,32
16.0,2,1.0281047831733503,168.35666340340927,0.03,32
16.0,3,0.9319698266862282,152.6141430149259,0.3,32
26.0,1,1.0000000000000002,253.7326946591508,0.0,32
26.0,2,0.8722613819148798,221.32123088037716,0.03,32
26.0,3,0.9248428901266299,234.6628786481868,0.3,32
16.0,1,1.0,220.07338243845726,0.0,33
16.0,2,0.7653703692971738,168.4376459894002,0.03,33
16.0,3,0.7253547936586233,159.63128290840248,0.3,33
26.0,1,1.0,189.48397314693878,0.0,33
26.0,2,1.4825442266771212,280.9183704368368,0.03,33
26.0,3,1.1865767401961809,224.83727517611533,0.3,33
16.0,1,1.0000000000000002,178.52436428473385,0.0,34
16.0,2,1.1103243397477152,198.2199469033277,0.03,34
16.0,3,0.981525755362789,175.22626150523507,0.3,34
26.0,1,1.0,258.3818058689645,0.0,34
26.0,2,0.8849526208589094,228.65565628599796,0.03,34
26.0,3,0.8378114953445166,216.47524714489373,0.3,34
16.0,1,1.0,188.30712706910862,0.0,35
16.0,2,1.0063246111121402,189.49809641746512,0.03,35
16.0,3,0.8999783248653106,169.47233277985555,0.3,35
26.0,1,1.0,246.35883864070198,0.0,35
26.0,2,0.8799710373787424,216.78864280608073,0.03,35
26.0,3,0.6799313301180921,167.50709284332098,0.3,35
16.0,1,1.0,195.01133820983364,0.0,36
16.0,2,1.003172815415033,195.630073189812,0.03,36
16.0,3,0.8119919141022454,158.34762978464317,0.3,36
26.0,1,1.0,219.80621016792355,0.0,36
26.0,2,1.0193575303471651,224.06111555174442,0.03,36
26.0,3,0.8959777125678995,196.9414653944752,0.3,36
16.0,1,1.0000000000000002,175.12743913598473,0.0,37
16.0,2,1.054470367864868,184.66669516895405,0.03,37
16.0,3,0.9090978017901413,159.20796995166046,0.3,37
26.0,1,1.0000000000000002,223.30915966843418,0.0,37
26.0,2,0.9223502961728942,205.9692695583004,0.03,37
26.0,3,1.0287843270900958,229.73696356254482,0.3,37
16.0,1,1.0,174.0599880138918,0.0,38
16.0,2,1.0705116023540389,186.33323667447613,0.03,38
16.0,3,0.939135084107922,163.4658414832502,0.3,38
26.0,1,0.9999999999999997,270.64115166561754,0.0,38
26.0,2,0.8232486419584493,222.80496056679036,0.03,38
26.0,3,0.7878210633975284,213.2167999043386,0.3,38
16.0,1,1.0,190.28107884396127,0.0,39
16.0,2,0.8998657586491307,171.2274273704963,0.03,39
16.0,3,0.7525986504147453,143.20528313742696,0.3,39
26.0,1,1.0,244.40228747149968,0.0,39
26.0,2,1.1366796849868048,277.8071151331588,0.03,39
26.0,3,0.943265501136427,230.53624617069326,0.3,39
16.0,1,1.0,193.8244167040371,0.0,40
16.0,2,0.9792312116049088,189.79891840770898,0.03,40
16.0,3,0.8452300790320695,163.82622704909804,0.3,40
26.0,1,0.9999999999999998,196.01510215677163,0.0,40
26.0,2,1.228971657422615,240.8970049774708,0.03,40
26.0,3,1.0195353508344573,199.8443259462562,0.3,40
16.0,1,1.0,191.6996119360841,0.0,41
16.0,2,0.8287008118369947,158.86162404026973,0.03,41
16.0,3,0.862570421625113,165.3544150930786,0.3,41
26.0,1,1.0000000000000002,246.05737738934187,0.0,41
26.0,2,1.027282386384851,252.77040983212106,0.03,41
26.0,3,0.9142654865599293,224.96176786052678,0.3,41
16.0,1,0.9999999999999997,162.92577329198585,0.0,42
16.0,2,1.0453748174755506,170.3185005171726,0.03,42
16.0,3,1.021368774549822,166.40729740981772,0.3,42
26.0,1,1.0,276.32440546391257,0.0,42
26.0,2,0.9006867443688089,248.88172914693814,0.03,42
26.0,3,0.8666964117682199,239.4893706995597,0.3,42
16.0,1,1.0,162.63925325689746,0.0,43
16.0,2,1.0259420061061761,166.85844175799184,0.03,43
16.0,3,0.8673402462531742,141.06356997026978,0.3,43
26.0,1,1.0,261.3424272910896,0.0,43
26.0,2,1.0051816078336795,262.6966012596139,0.03,43
26.0,3,0.9289661787830894,242.77827603450092,0.3,43
