C_W_1,t_exp_G42,t_exp_G46,dt_mt,wetmass_G42_mg,wetmass_G46_mg,num_sample
0.3,13.2,18.2,5.0,346.1787887375993,182.36000035424883,68
3.0,18.0,23.3,5.3,340.29896635247826,176.0246994050759,68
30.0,18.9,34.0,15.1,171.898884321793,23.937890437644587,68
0.0,14.8,19.9,5.1,344.2437142081712,183.092625742395,69
0.03,12.9,18.1,5.2,347.33755761860226,185.37796527198944,69
0.3,15.5,20.9,5.4,343.4772569429069,174.3830935117257,69
3.0,16.5,21.8,5.3,341.8200014374315,174.5139967718793,69
30.0,17.2,32.5,15.3,185.23420825284936,24.942489541044665,69
0.0,16.6,22.0,5.4,342.40110966777183,173.7053981998885,70
0.03,17.0,22.1,5.1,340.78412188035304,177.69270654990328,70
0.3,16.1,21.6,5.5,343.1319047377848,175.88929991730734,70
3.0,15.8,21.1,5.3,342.9404120475723,175.38477274322696,70
30.0,19.2,34.4,15.2,172.95834524475725,23.821579963799167,70
0.0,16.6,21.9,5.3,342.03855721473735,181.1471874167064,71
0.03,15.7,21.3,5.6,343.8303135485254,174.31472498698707,71
0.3,14.4,19.7,5.3,344.82451974133636,176.5576086386618,71
3.0,16.4,21.6,5.2,341.8886462194703,176.6967933938887,71
30.0,17.1,32.1,15.0,181.58274804480718,25.529184000977047,71
0.0,14.2,19.2,5.0,345.0532969137465,191.59966105694326,72
0.03,14.0,19.4,5.4,345.6240651242043,181.93886525563306,72
0.3,15.3,20.3,5.0,343.14038814970905,182.8440831084143,72
3.0,14.8,20.0,5.2,344.3108579283035,178.73959358818848,72
30.0,17.8,32.9,15.1,180.77619279850884,26.105167238891482,72
0.0,14.3,19.5,5.2,344.8260336923685,178.70118036490555,73
0.03,16.4,21.6,5.2,342.2694395381383,176.46199751510568,73
0.3,13.4,18.6,5.2,345.9868090913892,179.96550063078388,73
3.0,16.5,22.1,5.6,342.66383622244786,169.72535629831242,73
30.0,19.7,34.9,15.2,174.40914018067483,24.626542746658174,73
0.0,15.1,20.2,5.1,343.4765724499517,179.1918436875903,74
0.03,13.7,18.8,5.1,345.85898293572063,187.25795691581135,74
0.3,17.0,22.1,5.1,341.0204943764591,178.67200663185656,74
3.0,16.4,21.6,5.2,342.06580726116704,179.4898950756812,74
30.0,23.3,38.5,15.2,155.10122913016497,21.7105193177703,74
0.0,16.8,22.2,5.4,341.9659857717247,176.39920317044425,75
0.03,14.8,20.0,5.2,344.27902576270037,178.981654582013,75
0.3,16.2,21.5,5.3,342.3232224898167,179.5205900483107,75
3.0,14.8,20.1,5.3,344.5540614848735,183.50734376356016,75
30.0,21.1,36.3,15.2,163.79138683160235,22.726081420049134,75
0.0,14.0,19.1,5.1,345.47198988206907,186.64425034430616,76
0.03,15.2,20.7,5.5,344.07998964523694,173.48059514357357,76
0.3,14.5,19.9,5.4,344.41387985445704,170.083845556545,76
3.0,15.4,20.7,5.3,343.48993890379137,171.75092254690975,76
30.0,19.9,35.0,15.1,169.1405174635547,24.14720486879182,76
0.0,15.2,20.5,5.3,343.67516405822755,169.8819782017672,77
0.03,14.2,19.5,5.3,345.3344629059526,184.5117456170508,77
0.3,17.0,22.6,5.6,341.83581759068045,168.7843763942654,77
3.0,14.8,20.2,5.4,343.9153581998306,166.70089825028523,77
30.0,20.3,35.9,15.6,176.9688261011344,24.237303324587096,77
0.0,13.9,19.1,5.2,346.18098118895944,185.0966102809129,78
0.03,15.8,21.3,5.5,343.458683123229,175.5373628481138,78
0.3,14.3,19.4,5.1,344.929664552394,188.70913734866573,78
3.0,14.6,19.9,5.3,344.8154620100518,178.785978754738,78
30.0,21.7,37.0,15.3,164.70213249265564,22.526781819213763,78
0.0,15.5,20.8,5.3,343.41207394383406,172.62240625287876,79
0.03,16.5,22.0,5.5,342.4640367810845,169.7503497905247,79
0.3,14.1,19.3,5.2,345.351068169795,184.10236285680134,79
3.0,15.3,20.7,5.4,343.7846279157978,174.6772894180664,79
30.0,17.9,32.9,15.0,179.35512877709593,25.63062758013345,79
0.0,14.2,19.3,5.1,345.07922166439744,186.56202937854027,80
0.03,15.6,20.8,5.2,343.2782153959621,176.7813936573268,80
0.3,14.4,19.6,5.2,344.91473993845455,185.25383060499777,80
3.0,15.9,21.1,5.2,342.6015395659276,177.92505563620958,80
30.0,17.7,32.8,15.1,180.27536925015337,25.573279855721143,80
0.0,17.4,22.8,5.4,341.51377540606734,176.82674524865604,81
0.03,16.0,21.4,5.4,342.85335882612395,170.93564460172064,81
0.3,14.1,19.3,5.2,345.5353286087007,189.6748825554412,81
3.0,14.0,19.3,5.3,345.52941446175925,178.17865812182123,81
